sentences1,sentences2,Label
Função assistencial no ambulatório de atenção à gestante de alto risco.,A função de assistência de gestantes de alto risco na clínica.,0.9
"Todos os profissionais da equipe devem participar do primeiro ciclo de atendimentos, compondo uma avaliação diagnóstica abrangente, a partir da qual elabora se o plano de cuidados adequado para a situação da gestante.","Todos os profissionais da equipe devem participar da primeira etapa do atendimento, incluindo uma avaliação diagnóstica abrangente e, a partir dela, desenvolver um plano de cuidados adequado à condição da gestante.",0.9
"Nos ciclos de atendimento subsequentes, a participação deve seguir as definições do plano de cuidados.","No ciclo assistencial subsequente, a participação deve seguir a definição do plano de cuidados.",0.9
"Considerando que os fatores de risco e morbidades que levam ao alto risco são, em grande parte, também preditivos da prematuridade, a equipe da pediatria deve participar do acompanhamento da gestante, apoiando o 
monitoramento clínico, com foco no desenvolvimento fetal, e orientando sobre os cuidados futuros com o recém nascido, que devem ser preparados ainda durante o pré natal."," Considerando que os fatores de alto risco e morbidade também podem predizer o nascimento prematuro em grande medida, a equipe pediátrica deve participar do acompanhamento das gestantes, apoiar o acompanhamento clínico, focar no desenvolvimento fetal e cuidar do futuro Esteja preparado durante o pré natal.  ",0.9
"O ambulatório deve disponibilizar um conjunto mínimo de exames especializados: a cardiotocografia e a ultrassonografia (obstétrica, com Doppler e morfológica)","O ambulatório deve fornecer pelo menos um conjunto de exames especializados: exames de cardiograma e ultrassom (exames obstétricos, Doppler e morfológicos)",0.9
"Outros exames, como eletrocardiograma, devem ser solicitados de acordo com a avaliação clínica obstétrica da gestante.","Outros exames, como o eletrocardiograma, devem ser realizados com base na avaliação clínica obstétrica da gestante.",0.9
"A periodicidade e a frequência de agendamentos deve ser ditada pelo plano de cuidados, sendo mais intensa para 
as gestantes com instabilidade clínica.",A frequência e frequência das consultas devem ser determinadas pelo plano de cuidados. Mulheres grávidas são clinicamente instáveis.,0.9
"Para a programação da assistência e do dimensionamento da capacidade operacional a ser disponibilizada, 
podem ser aplicados os parâmetros relativos à média de atendimentos por gestante, apurados na experiência dos 
Laboratórios de Inovação na Atenção às Condições Crônicas (LIACC) ."," Para fornecer programas de assistência e determinar a escala das capacidades de negócios, Parâmetros relacionados ao número médio de consultas por gestante Fique atento ao Laboratório de Inovação em Doenças Crônicas (LIACC).  ",0.9
"A morbimortalidade materna, fetal e infantil está diretamente relacionada a morbidades durante a gestação, 
destacando se a doença hipertensiva, o diabetes mellitus, a infecção do trato urinário (ITU), a sífilis materna e a 
doença periodontal.","A morbidade e mortalidade de gestantes, fetos e bebês estão diretamente relacionadas à morbidade durante a gravidez. Destacar hipertensão, diabetes, infecção do trato urinário (ITU), sífilis materna e Doença periodontal.  ",0.9
"O acompanhamento rotineiro do pré natal deve garantir ações de prevenção e diagnóstico precoce dessa 
morbidades, bem como o pronto estabelecimento da abordagem terapêutica, o controle de cura e estabilização e 
o monitoramento clínico até o final da gestação, de acordo com as diretrizes clínicas.","O acompanhamento de rotina dos exames pré natais deve garantir a prevenção e o diagnóstico precoce desta doença. Morbidade e rápido estabelecimento de métodos de tratamento, controle de cura e estabilidade, e De acordo com as diretrizes clínicas, conduza o monitoramento clínico até o final da gravidez.  ",0.9
"Manejo das síndromes hipertensivas na gestação
As síndromes hipertensivas na gravidez constituem um dos capítulos mais relevantes dentro da obstetrícia, 
acometendo de 5% a 10% das gestações, com uma incidência calculada para nosso país de 1,5% de pré eclâmpsia 
e 0,5 % de eclâmpsia. Além das altas taxas de mortalidade, pode levar a limitações definitivas na saúde materna 
e a graves consequências ao feto e ao recém nascido, sendo a maior causa de prematuridade no Brasil. ","Manejo da síndrome de hipertensão durante a gravidez A hipertensão induzida pela gravidez é um dos capítulos mais relevantes em obstetrícia e ginecologia. Afeta 5% a 10% das gestações e estima se que seja 1,5% da pré eclâmpsia na China E eclâmpsia 0,5%.",0.9
"A medida da pressão arterial é recomendada na consulta pré concepcional e em todas as consultas do pré natal, 
pois a melhor estratégia para diagnosticar a hipertensão na gestação parece ser a detecção precoce da pressão 
arterial anormal.","Recomenda se medir a pressão arterial nas consultas pré concepcionais e em todas as consultas de pré natal, Porque a melhor estratégia para diagnosticar hipertensão na gravidez parece ser detectar o estresse precocemente Pressão arterial anormal.",0.9
"
Define se hipertensão na gravidez como pressão arterial sistólica ≥140mmHg e/ou pressão arterial diastólica ≥90mmHg, em pelo menos duas aferições, após intervalo de repouso de 15 minutos.Manejo da diabetes na gestação.","A hipertensão na gravidez é definida como pressão arterial sistólica ≥140mmHg e / ou pressão arterial diastólica ≥90mmHg, pelo menos duas medidas e intervalo de descanso de 15 minutos. Tratamento do diabetes gestacional.",0.9
"Manejo da infecção urinária na gestação
A ITU é a infecção bacteriana mais frequente na gestação, ocorrendo em 17% a 20% das mulheres nesse período.","Manejo de infecções do trato urinário durante a gravidez A infecção do trato urinário é a infecção bacteriana mais comum em mulheres grávidas. Nesse período, a taxa de infecção entre as mulheres é de 17% a 20%.",0.9
"A ITU recorrente está associada a pielonefrite e sepse maternas, e a prematuridade e infeção neonatal.","As infecções recorrentes do trato urinário estão relacionadas a mulheres grávidas com pielonefrite e sepse, parto prematuro e infecções neonatais.",0.9
"A equipe deve garantir os exames de rotina do pré natal, que incluem urina de rotina e urocultura; prescrever o tratamento antibacteriano adequado para os casos diagnosticados; realizar o controle de cura em todos os casos e monitorar a recorrência da infeção.","A equipe de pesquisa deve garantir exames pré natais de rotina, incluindo urina e culturas de urina; tratamento antibacteriano apropriado para casos diagnosticados; curar e controlar todos os casos e monitorar a recorrência da infecção.",0.9
"Manejo da sífilis na gestação
A sífilis é uma doença infecciosa sistêmica, de evolução crônica, sujeita a surtos de agudização e períodos de latência.",Manejo da sífilis durante a gravidez. A sífilis é uma doença infecciosa sistêmica cronicamente infectada que tende a agravar o ataque e o período de incubação.,0.9
"É causada pelo Treponema pallidum, uma espiroqueta de transmissão sexual ou vertical, que pode causar, respectivamente, a forma adquirida ou congênita da doença.","É causada pelo Treponema pallidum (uma espiroqueta transmitida sexualmente ou verticalmente), que pode levar a formas adquiridas ou congênitas da doença, respectivamente.",0.9
Seu diagnóstico e seu tratamento podem ser realizados com baixo custo e pouca ou nenhuma dificuldade operacional.,Seus custos de diagnóstico e tratamento são baixos e quase não há dificuldades operacionais.,0.9
"No entanto, a prevalência na gestação e a transmissão vertical ainda são preocupantes em todo o território nacional.","No entanto, em todo o país, a prevalência de gravidez e transmissão vertical continua preocupante.",0.9
"A sífilis na gestação requer intervenção imediata, com o objetivo de reduzir a possibilidade de transmissão vertical.",A sífilis da gravidez requer intervenção imediata para reduzir a possibilidade de transmissão vertical.,0.9
"O risco de acometimento fetal varia de 70% a 100%, dependendo da fase de infecção da gestante, bem como do 
trimestre da gestação. Por esse motivo, o rastreamento deve ser realizado nos três trimestres da gravidez, bem 
como no momento da internação hospitalar. ","Dependendo do estágio da infecção da gestante e do segundo trimestre, o risco de acometimento fetal varia de 70% a 100%.” Portanto, o rastreamento deve ser realizado durante o terceiro trimestre da gravidez e nessa época. Hospitalização.",0.9
"Os profissionais de saúde devem estar aptos a identificar as manifestações clínicas e classificar os estágios da sífilis, assim como a interpretar os resultados dos testes que desempenham função importante no controle do agravo, permitindo a definição do diagnóstico e o monitoramento da resposta terapêutica.","Os profissionais de saúde devem ser capazes de reconhecer as manifestações clínicas da sífilis e classificar os estágios da sífilis, e ser capazes de interpretar os resultados dos exames que desempenham um papel importante no controle da doença, para que o diagnóstico possa ser definido e a resposta ao tratamento possa ser monitorada.",0.9
"Manejo da doença periodontal na gestação. A gestante pertence a um grupo de atendimento prioritário na atenção primária, o que já justificaria ter seu atendimento odontológico priorizado.","Manejo da doença periodontal durante a gravidez. A gestante pertence ao grupo de atendimento prioritário da atenção básica, o que comprovará que seu atendimento odontológico é prioritário.",0.9
"Durante a gravidez, é frequente o aumento dos problemas gengivais, com maior gravidade das gengivites e aumento do sangramento gengival, alterações estas relacionadas a deficiências nutricionais, placa bacteriana, altos níveis hormonais e estado transitório de imunodepressão.","Durante a gravidez, o aumento de problemas gengivais ocorre com frequência, a gravidade da gengivite e o aumento do sangramento gengival, alterações relacionadas a deficiências nutricionais, placa bacteriana, níveis elevados de hormônios e estados transitórios de imunossupressão.",0.9
"As doenças bucais, especialmente a periodontal, têm sido associadas a diversas condições patológicas perinatais, incluindo o parto prematuro, a rotura prematura de membranas e a ocorrência de baixo peso.","As doenças bucais, especialmente as doenças periodontais, estão associadas a várias condições patológicas perinatais, incluindo parto prematuro, ruptura prematura de membranas e perda de peso.",0.9
"A equipe deve garantir minimamente uma consulta de avaliação odontológica, preferencialmente logo após o 
início do pré natal.","A equipe deve garantir pelo menos uma consulta de avaliação odontológica, preferencialmente em Comece o cuidado pré natal.  ",0.9
"O seguimento e o tratamento completo devem ser agendados de acordo com a necessidade 
identificada.",O acompanhamento e o tratamento completo devem ser organizados de acordo com as necessidades identificadas”.,0.9
"Atenção especial deve ser dada às gestantes com morbidades, como o diabetes.",Atenção especial deve ser dada a mulheres grávidas com complicações como diabetes.,0.9
"Acredita se que isso exerça um papel sinérgico, junto de outras medidas dirigidas à prevenção do parto prematuro.",Acredita se que atue de forma sinérgica com outras medidas destinadas a prevenir o nascimento prematuro.,0.9
"Toda a equipe deve garantir o cuidado completo e de qualidade para as gestantes e puérperas residentes no 
território de abrangência.",Toda a equipe deve garantir atendimento integral e de qualidade às gestantes e puérperas que vivem nas áreas envolvidas”.,0.9
"Para isso, devem ser utilizados alguns instrumentos de gestão da condição de saúde da 
gestação e puerpério:
•         Checklist do macroprocesso de cuidado: para identificar a estrutura necessária e os processos que devem ser 
organizados (Anexo 1).  •         Programação da atenção: para dimensionar a capacidade de resposta operacional dos serviços (Anexo 2).  •         Acesso regulado: para garantir modalidades diretas de compartilhamento do cuidado da gestante de alto risco 
entre a equipe da APS e do ambulatório de atenção ao pré natal de alto risco.  •         Educação permanente: para proporcionar o aperfeiçoamento contínuo da prática clínica.  •         Sistema de gerenciamento: para qualificar a modalidade de registro, o monitoramento e a avaliação. ","Para isso, algumas ferramentas para o manejo da saúde da gravidez e do puerpério devem ser utilizadas: • Manter a lista de macro processos: determinar as estruturas e processos necessários e necessários Ser organizado.    • Atenção ao plano: medir a capacidade de resposta comercial do serviço • Padronizar o acesso: garantir uma forma direta de compartilhar o atendimento de gestantes de alto risco Entre a equipe da APS e o ambulatório de pré natal de alto risco.    • Educação Permanente: Proporcionar a melhoria contínua da prática clínica.    • Sistema de gestão: restringe os tipos de registro, monitoramento e avaliação.  ",0.9
"
Todos os atendimentos, individuais ou coletivos, e procedimentos devem ser devidamente registrados no 
prontuário clínico da gestante/puérpera, por todos os profissionais responsáveis.","Todas as consultas, sejam individuais ou em grupo, devem ser devidamente registradas nos prontuários das gestantes / puérperas por todos os profissionais responsáveis”.",0.9
"Preferencialmente, a unidade deve dispor de um sistema de registro eletrônico, configurado em suas funcionalidades de acordo com a lógica do modelo de atenção e que ofereça relatórios úteis para a gestão da saúde da população.","Preferencialmente, a unidade deve possuir sistema de cadastro eletrônico, que se configure funcionalmente de acordo com a lógica do modelo assistencial, podendo fornecer relatórios úteis para a gestão da saúde da população.",0.9
"O registro coletivo é uma ferramenta de gestão utilizada para coletar dados sobre a saúde de um grupo populacional, com condição de saúde específica, atendidos por uma equipe ao longo de um período.",Os registros coletivos são uma ferramenta de gestão utilizada para coletar dados de saúde de pessoas com condições específicas de saúde e participar da equipe ao longo do tempo.,0.9
"É elaborado a partir de dois eixos: uma lista de pessoas com determinada condição crônica e um conjunto de informações relacionadas a cadastro, estratificação de risco, processos de cuidado, marcadores clínicos e resultados de impacto.","Baseia se em dois eixos: uma lista de pessoas que sofrem de determinada doença crônica e um conjunto de informações relacionadas ao registro, estratificação de risco, processo de atendimento, indicadores clínicos e influência nos desfechos.",0.9
"As informações coletadas permitem o monitoramento das ações de cuidado, gerando lembretes e feedbacks para 
as equipes e os usuários, e alimentam o painel de indicadores necessário para a gestão da condição de saúde.","As informações coletadas podem monitorar ações de atendimento, gerar lembretes e feedbacks, Grupos e usuários, e fornecer painéis indicadores necessários para gerenciar a saúde.  ",0.9
"Nesse sentido, essas notas técnicas vão além do estabelecimento das melhores práticas clínicas, porque 
adentram o campo da microgestão da clínica, estabelecendo parâmetros assistenciais baseados não em séries 
históricas, mas definidos por necessidades reais da saúde da população.","Nesse sentido, essas instruções técnicas não se limitam a estabelecer as melhores práticas clínicas, porque Entrar no campo da microgestão clínica e estabelecer parâmetros de enfermagem com base em não séries Historicamente significativo, mas definido pelas reais necessidades de saúde da população.  ",0.9
"Os dois índices reacendem uma grande preocupação com a qualidade da atenção à saúde da mulher no ciclo da 
gestação, do parto e do puerpério.","Os dois indicadores renovaram a atenção à qualidade da atenção à saúde da mulher durante o ciclo da saúde. Gravidez, parto e puerpério.  ",0.9
"As estratégias para melhoria desses indicadores requerem mudanças assistenciais e organizacionais dos serviços de atenção à saúde, convocando esforços contínuos dos profissionais e gestores envolvidos.","As estratégias para melhorar esses indicadores requerem assistência e mudanças organizacionais nos serviços médicos, exigindo esforços contínuos dos profissionais e gestores relevantes.",0.9
"Apesar desse fato, existe parcela pequena de gestantes que, por serem portadoras de alguma doença, sofrerem algum agravo ou desenvolverem problemas, apresentam mais probabilidade de evolução desfavorável – seja para o feto como para a mãe.","No entanto, um pequeno percentual de gestantes tem maior probabilidade de ter evolução desfavorável devido a certas doenças, enfermidades ou problemas tanto para o feto quanto para a mãe.",0.9
"Uma boa parcela da população total de um território de saúde é de mulheres em idade fértil, definida como a faixa 
etária de 10 a 49 anos.","No setor saúde, grande parte da população total é formada por mulheres em idade fértil, ou seja, a faixa etária. 10 a 49 anos.",0.9
"Resgatando o concepto da OMS para uma condição de saúde, o ciclo gravídico puerperal é uma circunstância na 
vida dessa mulher, que se segue a um período de fertilidade, podendo ser desejada e planejada, ou surpreendendo 
de maneira não prevista ou planejada, com sentimentos de ambivalência e de aceitação, ou não."," Depois de restaurar o concepto de estado de saúde da OMS, o ciclo de gravidez pós parto é A vida dessa mulher passou por um período de fertilidade, que é ideal e planejado, ou surpreendente De forma imprevista ou planejada, se há um sentido de contradição e aceitação.  ",0.9
"Da mesma maneira, segue se uma outra circunstância na vida da mulher: a maternidade, que evoca uma dupla 
responsabilidade – pela própria saúde e pela do filho.","Da mesma forma, existe outra situação na vida da mulher: a maternidade tem um duplo efeito. Responsabilidade pela sua saúde e por seu filho.",0.9
"É fundamental essa compreensão sobre a continuidade das circunstâncias e a integralidade da vida dessa pessoa: 
saúde da mulher, saúde da gestante, saúde da puérpera e saúde da mãe.","Esta compreensão da continuidade da situação e da integridade da vida da pessoa é fundamental: Saúde da mulher, saúde da mulher grávida, saúde materna e saúde da mãe.",0.9
"Contexto sociofamiliar e comunitário; vínculos afetivos e de apoio; história reprodutiva, planejamento familiar, 
sexual e reprodutivo e expectativas com relação à maternidade; hábitos, comportamentos e estilos de vida, 
condições de trabalho e vacinação; capacidade de autocuidado, autonomia e decisão; situação de saúde, presença 
de condições crônicas e uso de medicamentos; e vinculação com a equipe de saúde e acompanhamentos 
periódicos compõem importantes aspectos para o conhecimento da mulher em idade fértil, com relação à 
gestação.","Antecedentes sociais da família e da comunidade; laços emocionais e de apoio; história reprodutiva, planejamento familiar, Sexo e reprodução e expectativas da mãe; hábitos, comportamento e estilo de vida, condições de trabalho e vacinação; autocuidado, autonomia e capacidade de decisão; estado de saúde, presença Doenças crônicas e uso de drogas, contato com a equipe de saúde e ações de acompanhamento regular são aspectos importantes do conhecimento das mulheres em idade fértil em relação à gravidez.",0.9
"
O sintoma mais comumente identificado para a suspeição de gravidez é o atraso menstrual Outros sintomas e 
sinais comuns ou específicos podem compor o quadro, possibilitando a confirmação da gestação. ","O sintoma mais comumente identificado para a suspeição de gravidez é o atraso menstrual Outros sintomas e sinais comuns ou específicos podem compor o quadro, possibilitando a confirmação da gestação.",0.9
"
Os fatores de risco são condições ou aspectos biológicos, psicológicos ou sociais associados estatisticamente a maiores probabilidades futuras de morbidade ou mortalidade. Podem ser agrupados de acordo com as características individuais da mulher, seus comportamentos e estilos de vida, a influência das redes sociais e comunitárias, as condições de vida e trabalho e a possibilidade de acesso a serviços, relacionando se com o ambiente mais amplo de natureza econômica, cultural e econômica. A maioria desses fatores e determinantes já está presente na vida da mulher em idade fértil, antes mesmo da gestação, devendo ser mapeados e abordados.  Porém, com o início da gestação, ganham em gravidade, pela maior probabilidade de evolução desfavorável, tanto para o feto como para a mãe.   ","Os fatores de risco são condições biológicas, psicológicas ou sociais, ou aspectos que estão estatisticamente relacionados a uma maior probabilidade de morbidade ou mortalidade no futuro. As mulheres podem ser agrupadas de acordo com suas características pessoais, seu comportamento e estilo de vida, a influência das redes sociais e comunitárias, condições de vida e de trabalho e acesso a serviços (relacionados ao ambiente mais amplo das mulheres). Caráter econômico, cultural e econômico. A maioria desses fatores e determinantes já existem na vida das mulheres em idade fértil e devem ser mapeados e processados ​​antes mesmo da gravidez. Em termos de gravidade, tanto o feto como a mãe têm maior possibilidade de evolução desfavorável.",0.9
"
A vigilância dos fatores de risco gestacional deve ser contínua, e sua identificação deve disparar medidas preventivas, assim como a estratificação de risco gestacional aqui apresentada.  Por outro lado, também devem ser identificados os fatores protetores, que dizem respeito a influências que modificam, alteram ou melhoram as respostas das pessoas a perigos que predispõem a resultados não adaptativos”. ","O monitoramento dos fatores de risco da gravidez deve ser contínuo, e sua identificação deve desencadear medidas preventivas e a estratificação de risco da gravidez aqui descritas. Por outro lado, também é necessário determinar os fatores de proteção, influências relacionadas a influenciar, alterar ou melhorar a resposta das pessoas ao risco de desfechos não adaptativos .",0.9
"Podem ser fatores protetores pessoais, como a capacidade de autocuidado ou estilos e comportamentos de vida saudáveis; familiares, como vínculos afetivos fortes e estáveis; e sociais, como o apoio comunitário próximo ou participação em grupos de várias naturezas.","Eles podem ser fatores de proteção pessoal, como capacidade de autocuidado ou estilo de vida e comportamento Saúde; membros da família, como Emoções fortes e estáveis ​​e sociabilidade, como apoio da comunidade próxima ou participação em vários grupos.",0.9
Estes são recursos que devem ser identificados para propiciar um percurso de gestação protegido e cuidado em suas várias necessidades.,Esses recursos devem ser identificados para fornecer uma rota protegida para a gravidez e atender às suas várias necessidades.,0.9
"A estratificação de risco gestacional cumpre, antes de tudo, o objetivo de vigilância contínua sobre o desenvolvimento da gestação, identificando precocemente fatores de risco relacionados às características individuais da gestante, morbidades crônicas e agudas presentes, história reprodutiva e contexto familiar e comunitário, e direcionando as intervenções preventivas ou de cuidado necessárias para a proteção da mulher e da criança.","A estratificação do risco de gravidez atinge primeiro o objetivo de monitoramento contínuo do desenvolvimento da gravidez, determinação das características individuais das mulheres grávidas, morbidade crônica e aguda atual, história reprodutiva e orientação e fatores de risco precoces relacionados ao ambiente familiar e comunitário. Intervenções preventivas ou de enfermagem necessárias para proteger mulheres e crianças.",0.9
"O outro objetivo da estratificação de risco é o conhecimento da complexidade clínica e sociofuncional da gestação, o que possibilita a atenção diferenciada, de acordo com o estrato de risco, ofertando a uma gestante de alto risco mais vigilância e intensidade de cuidados se comparada à gestante de risco habitual.","Outro objetivo da estratificação de risco é compreender a complexidade das funções clínicas e sociais da gravidez.De acordo com a estratificação de risco, os cuidados podem ser diferenciados, para que as gestantes de alto risco sejam mais vigilantes e os riscos usuais da intensidade do cuidado do que as gestantes.",0.9
"Considerar as necessidades diferentes dos grupos de gestantes de risco habitual, intermediário e alto risco possibilita:
•         Padronizar o cuidado do pré natal de risco habitual, risco intermediário e alto risco nas diretrizes clínicas, 
definindo o mínimo de cuidado a ser garantido em todos os serviços.  Definir os pontos de atenção da RAS, com as respectivas competências no cuidado (unidades de APS, unidades 
de pré natal de alto risco, maternidades de risco habitual e alto risco).        Eleger os critérios de acesso aos serviços de saúde para a atenção certa, no lugar certo, no tempo oportuno e 
com o custo certo, um pressuposto das redes de atenção à saúde”. Vincular a gestante aos serviços certos para o pré natal e parto de risco habitual ou alto risco. •         Organizar a agenda de atendimentos da APS e da AAE.  •         Evitar a suboferta de cuidados necessários a pessoas de maior risco e/ou sobreoferta de cuidados desnecessários 
a pessoas de menor risco, produzindo, por consequência, uma atenção inefetiva e ineficiente”. ","Considerando os hábitos, as diferentes necessidades dos grupos de gestantes de moderado e alto risco, é possível: • Padronizar os cuidados pré natais de risco habitual, risco moderado e alto risco nas diretrizes clínicas, Defina os cuidados mínimos a serem garantidos em todos os serviços. Definir o foco da RAS e as capacidades de enfermagem correspondentes (unidade de APS, unidade de saúde Cuidado pré natal de alto risco, hospitais de alto risco para mulheres grávidas). Escolha estar no  lugar certo, na hora certa, Custo correto e rede de saúde estabelecida.  Ligue as mulheres grávidas aos serviços certos para pré natal e parto com risco normal ou alto.• Elabore um cronograma de cuidados de APS e AAE.  ••",0.9
" Isso porque os serviços e profissionais especializados, por exemplo, podem se ocupar do cuidado de gestantes de risco habitual, muitas vezes respondendo de porta aberta” à demanda, o que restringe a capacidade operacional de 
atendimento às gestantes de alto risco, gerando filas com tempos de espera muito longos para a consulta de pré natal de alto risco.","Isso porque, por exemplo, agências de serviço e profissionais podem cuidar de gestantes com riscos habituais e muitas vezes abrir a porta ”para suas necessidades, o que limita a capacidade empresarial das mulheres. Prestar assistência a gestantes de alto risco, que aguardam em filas para exames pré natais de alto risco.  ",0.9
"O uso rotineiro dos recursos e rotinas dedicados ao alto risco para as gestantes de baixo risco não melhora 
a qualidade assistencial, nem seus resultados, e retarda o acesso das gestantes que deles precisam.","Os recursos de rotina de alto risco e o uso rotineiro de mulheres grávidas de baixo risco não irão melhorar a qualidade do atendimento ou dos resultados, nem atrasar o tempo em que as mulheres grávidas são necessárias.  ",0.9
"Daí a importância da adequada estratificação do risco, para o devido encaminhamento.”. Há evidências na literatura internacional, produzidas por pesquisas realizadas em diferentes países do mundo, de que a estratificação dos riscos populacionais tem sido associada com: uma melhor qualidade da atenção à saúde, impactos positivos nos resultados clínicos e maior eficiência no uso dos recursos de saúde.","Portanto, para o encaminhamento adequado, a estratificação de risco adequada é muito importante. Há evidências na literatura internacional derivadas de estudos conduzidos em diferentes países ao redor do mundo que a estratificação de riscos populacionais está relacionada aos seguintes fatores: melhoria da qualidade da assistência à saúde, impacto positivo nos resultados clínicos e melhor utilização dos recursos de saúde.",0.9
"Tudo isso exige que a equipe de profissionais aprofunde e atualize continuamente o conhecimento, a experiência clínica e as habilidades necessárias para o cuidado da mulher no ciclo gravídico puerperal.","Tudo isso exige que a equipe de profissionais aprofunde e atualize continuamente os conhecimentos, a experiência clínica e as habilidades necessárias para cuidar da mulher durante o ciclo gravídico pós parto.”",0.9
"É importante alertar que uma gestação que está transcorrendo bem pode se tornar de risco a qualquer momento, durante a evolução da gestação ou durante o trabalho de parto. Portanto, há necessidade de reestratificar o risco a cada consulta pré natal. ","É importante alertar que uma gravidez tranquila pode se tornar arriscada durante a gravidez, parto ou parto a qualquer momento. Por isso, é necessário reajustar o risco a cada consulta de pré natal”.",0.9
"Embora a maioria das mães compreenda os benefícios do exercício físico na gravidez,isso não se traduziu num aumento da sua prática.Assim, pensamos ser necessária uma maior sensibilização dos profissionais de saúde para a promoção do exercício físico controlado na mulher grávida.",Gestantes não costumam pratiar atividades físicas apesar de compreeender que ela possuí benefícios.,0.6
"EDEMA
Uma das queixas mais comuns das gestantes na segunda metade da gravidez ocorre devido 
ao aumento da volemia e da estase sanguínea, com aumento da permeabilidade capilar e da 
pressão intravascular.","O aumento da volumia sanguinea e umadas queixas da gestantes, alem de um aumento de permeabilidade capilar.",0.6
"CÂIMBRAS
Sintoma de etiologia incerta, ocorre provavelmente devido ao desequilíbrio iônico de cálcio 
e fósforo.",Caimbras podem occorer devido ao deiquilibrio icônico de cálcio e fósforo.,0.6
"O equilíbrio entre carboidratos, proteínas, gorduras, vitaminas,minerais e água é essencial para o desenvolvimento de um bebêsaudável.Na falta desses nutrientes, o bebê pode nascer com baixo peso.  Por outro lado, quando ocorre ingestão de calorias em excesso, a mãeganha peso além do aconselhável e podem ocorrer complicações. ","O equilíbrio  ideal ara os bebês que vão nascer deve ter  carboidratos, proteínas, gorduras, vitaminas, minerais e água é fundamental para o crescimento de bebês saudáveis, pois sem esses nutrientes os bebês nascerão com muito baixo peso. No entanto, as mães não devem fazer um consumo exacerbado  pois  seu peso pode ultrapassar o nível recomendado e ocorrem complicações. ",0.6
Não consumir álcool .,Não beba,0.6
" 
Cereais São alimentos fonte de proteína e
ferro.",As fontes de ferro e proteína podem ser os cereais.,0.6
A mistura de arroz com feijão é e massas.,Massas podem ser misturadas com arroz e feijão,0.6
"Recomenda se o consumo da fruta inteira em substituição ao suco, pois muitos
nutrientes podem ser perdidos no preparo de sucos naturais.Quanto mais variedade melhor.",O consumo de fruta ao invés do suco é aconselhavél. ,0.6
"Excelentes fontes de várias do frango, não utilizar
vitaminas, minerais e fibra e por isso preparações fritas."," Uma excelente fonte de todos os tipos de frango, sem vitaminas, minerais e fibras são usados, portanto, não são usados ​​produtos fritos. ",0.6
"Evitar bacon,frios e
todos os dias.",O bacon e os frios devem ser evitados diariamente.,0.6
"Eles podem ser outras carnes consumidos de diversas maneiras: processadas em saladas, em preparações quentes (salsicha, linguiça, (cozidos, refogados, assados, em nuggets).","Podem ser outras carnes consumidas de diferentes formas: em saladas, em preparações quentes (salsichas, salsichas, (cozidas, fritas, grelhadas, nuggets) processadas).",0.6
Água Beba de 8 a 10 copos de água por dia.,Beba de 8 a 10 copos de água por dia.,0.6
"São ricos em cálcio e, por isso, devem fazer parte de uma alimentação saudável.","Eles são ricos em cálcio e, portanto, devem fazer parte de uma dieta saudável.",0.6
"Prefira as opções com baixo teor de gordura, como leite desnatado, queijos branco se iogurtes naturais e desnatados.","Preferência por alimentos com baixo teor de gordura, como leite desnatado, queijo branco e iogurte natural e desnatado.",0.6
"
Evite alimentos ultraprocessados, como refrigerante, produtos congelados prontos para aquecer, mistura para bolo, sopas em pó, macarrãoinstantâneo, tempero” pronto,bolacha recheada, suco artificial e salgadinhos de pacote”.","Evite usar alimentos ultraprocessados, como água com gás, produtos congelados prontos para serem aquecidos, mistura para bolo, mistura para sopa, macarrão instantâneo, temperos prontos, biscoitos recheados, sucos artificiais e salgadinhos embalados.”",0.6
"Esses alimentos são desbalanceados nutricionalmente, pois são ricosem gorduras, açucares e sal e pobre em fibras,vitaminas e minerais.","Esses alimentos são ricos em nutrientes, ricos em gordura, açúcar e sal, e pobres em fibras, vitaminas e minerais.",0.6
"
São ricos em minerais, vitaminas, fibras e gorduras saudáveis."," Eles são ricos em minerais, vitaminas, fibras e gorduras saudáveis. ",0.6
"Anemia Comerdiariamente alimentos fontes de Ferro, comocarne por vermelha, fígado, folhas verdes escuras e leguminosas
carência (feijão, soja, lentilha).","Anemia ferro na alimentação diária, comendo vermelho, fígado, folhas verdes escuras e falta de leguminosas (feijão, soja, lentilha).",0.6
"Consumir junto com os alimentos fontes de ferro, suco ou
prevenir fruta cítrica (laranja, limão, acerola)."," Coma com ferro, suco, ou evite frutas cítricas (laranja, limão, coníferas). ",0.6
"Evitar consumir alimentos fontes de cálcio no almoço e jantar, pois esse nutriente inibe a
absorção do ferro.","Evite comer alimentos que contenham cálcio no almoço e no jantar, porque esse nutriente inibe a absorção de ferro.",0.6
"Náusea ou Fazer refeições pequenas e mais frequentes,
Vômitos Evitar gorduras,frituras e alimentos com cheiro forte,
Consumir alimentos secos, como bolacha água e sal ou
torrada, ao se levantar pela manhã. Ingerir suco de limão e sucos com gengibre. Consumir alimentos gelados."," Enjoar ou comer refeições menores, Vômito   evite comer alimentos gordurosos, fritos e com cheiro forte,   Coma alimentos secos, como biscoitos e sal ou Brinde ao acordar de manhã.  Beba suco de limão e suco de gengibre.  Coma comida fria.  ",0.6
